gene,tumor_mean,normal_mean,tumor_std,normal_std,log2_fold_change,fold_change,pvalue_ttest,pvalue_mw,t_statistic,padj_ttest,padj_mw,significant,regulation
GENE1151,506.22502108825705,1286.4900362698584,513.1865387461346,1953.1459410991158,-1.3438634479203562,0.39396423024585064,0.0008734192526343451,0.5756007617583767,-3.4155992806417537,0.07798386184235225,0.893512514371898,False,Not Significant
GENE1681,506.6365439169824,1284.4324221262314,664.0801851383297,1711.6584389553957,-1.340385931401246,0.39491499916993045,0.0009086881459482532,0.0013063724693478864,-3.403727616678476,0.07970948648668888,0.013693631754170718,False,Not Significant
GENE1699,506.9355510400312,1282.9373865109874,657.9384598106936,1724.1505072192829,-1.3378574899685765,0.39560772696269214,0.0009351261158274803,0.00166565310592928,-3.3951087829786037,0.0806143203299552,0.016723424758326104,False,Not Significant
GENE0575,507.66063191307154,1279.3119821457854,573.6161263233749,1870.172083728914,-1.331720058763677,0.3972942837421261,0.0010021841618330473,0.02149677788437222,-3.374232641225546,0.08409213990339995,0.13640087490083894,False,Not Significant
GENE1471,507.90672493254164,1278.0815170484352,631.8458011478734,1774.3935599983085,-1.3296350504354548,0.3978688755560142,0.0010259241068214793,0.01205953653060082,-3.3671550139245627,0.08409213990339995,0.08565011740483537,False,Not Significant
GENE2948,507.82249747443666,1278.5026543389604,585.8932043634171,1851.3819005893924,-1.330348774675399,0.39767209215936616,0.0010177416855489563,0.004592337395289179,-3.3695769522204295,0.08409213990339995,0.03789057256839257,False,Not Significant
GENE1136,508.352934790511,1275.850467758588,591.8170599424591,1843.0440983488907,-1.32585201756295,0.3989135358070868,0.0010702832747401976,0.004020225602028065,-3.3543319975759456,0.08631316731775787,0.03436090258143645,False,Not Significant
GENE4315,508.56798853852183,1274.7751990185347,706.9941836801083,1628.03377625679,-1.3240275836936408,0.39941832144921535,0.0010922819042642636,0.00020931431729279704,-3.348156432589459,0.0866890400209733,0.003260347621383132,False,Not Significant
GENE3227,508.7438505001873,1273.8958892102066,878.5915863275608,1136.4103646132614,-1.322535067330373,0.3998317469012876,0.0011105774221703748,2.7482279735238885e-05,-3.3431085165867294,0.08676386110706052,0.0007719741498662607,False,Not Significant
GENE1115,509.5149350199523,1270.0404666113823,640.2151864459787,1762.8241834145308,-1.3159848901095785,0.4016512050013598,0.0011941440589256231,0.003931426344410398,-3.320998711116982,0.09042791111592394,0.03365947212680135,False,Not Significant
GENE3261,509.44653468172896,1270.3824683024995,595.0494240523365,1840.105186855427,-1.3165663366678468,0.40148936091847903,0.0011865057644265952,0.03201490961658171,-3.3229584702901334,0.09042791111592394,0.18613319544524248,False,Not Significant
GENE1643,509.6709465779063,1269.260408821612,662.4283914153816,1721.6432369070665,-1.3146583982193643,0.40202067468326647,0.0012117340089533807,0.00216436952152914,-3.3165298849345053,0.09042791111592394,0.020495923499328973,False,Not Significant
GENE3460,509.8918614462545,1268.1558344798711,601.7671049511476,1830.0739446553503,-1.3127793639377072,0.4025446265671777,0.0012370459456493624,0.0051243567645439265,-3.3102045885855778,0.09095926070951195,0.04132545777858005,False,Not Significant
GENE1129,510.303882353523,1266.0957299435283,862.9608074639065,1199.7504836770759,-1.30927263955929,0.40352427229496757,0.001285546105369829,0.0002833754755193399,-3.2984157122783038,0.09181450464604803,0.004095021322533813,False,Not Significant
GENE0375,510.4550118017274,1265.3400827025066,674.1374407939459,1700.512597019394,-1.3079856511399386,0.40388440576738843,0.001303765965973882,0.00026105138998816984,-3.29409422239843,0.09181450464604803,0.003827732991028883,False,Not Significant
GENE4191,510.2407973269088,1266.4111550765992,582.3607615259203,1861.9105256354555,-1.3098097445979835,0.4033740710574783,0.0012780095758142345,0.023578124540352248,-3.3002200291325186,0.09181450464604803,0.14608503432684167,False,Not Significant
GENE3950,510.78475203715755,1263.691381525356,518.7189945602636,1954.786039285623,-1.3051763018435725,0.4046716531110453,0.0013443380448257252,0.22989676202377562,-3.2846703907092367,0.09335680866845314,0.6549765299822667,False,Not Significant
GENE3123,512.7257986032524,1253.9861486948823,732.7145274521571,1580.089801467393,-1.2886010104342709,0.4093477837484497,0.0016073781918520165,2.879008362318384e-06,-3.229332904766039,0.11009439670219291,0.0001499483522040825,False,Not Significant
GENE4765,514.6068283481029,1244.5809999706296,565.9392600328713,1895.636469276391,-1.272475567884414,0.4139488546792708,0.0019060687148284253,0.14396852224749956,-3.175925976644629,0.1287884266775963,0.525816370516799,False,Not Significant
GENE2249,515.1939899223713,1241.6451920992868,533.7987150241039,1942.7929118032457,-1.2674291785334102,0.4153993378031979,0.0020091202605815256,0.40402640037305193,-3.1592985547461923,0.13114557662654294,0.8099967930494224,False,Not Significant
GENE1927,515.2433921978756,1241.3981807217656,700.7132184077411,1656.6572901206632,-1.2670043066779029,0.41552169039555925,0.0020180168674204715,7.916229297654355e-05,-3.1579005005552894,0.13114557662654294,0.001583245859530871,False,Not Significant
GENE0416,515.2523944701697,1241.3531693602947,631.6400476767832,1790.1754293982149,-1.2669268801784415,0.4155439911953503,0.0020196418800487617,0.03201490961658171,-3.1576457573401533,0.13114557662654294,0.18613319544524248,False,Not Significant
GENE1973,515.8859346524255,1238.1854684490168,681.586819687283,1697.456612784941,-1.2614742815545674,0.41711749194361336,0.0021370246357135104,0.0006290070693488196,-3.1397300895739524,0.136988758699584,0.007506050946883288,False,Not Significant
GENE4418,516.2837031313964,1236.1966260541615,662.731499797637,1735.2132564329477,-1.2580471584929926,0.41810953266271755,0.0022138443988510945,0.04438565081487715,-3.1284938085127694,0.14011673410449965,0.2383762127544423,False,Not Significant
GENE0760,516.6741707107211,1234.2442881575375,613.5807195406128,1824.1245037212639,-1.2546801426788392,0.4190864719422198,0.0022916753991330985,0.004492137095646773,-3.117472777353885,0.14322971244581867,0.03724823462393676,False,Not Significant
GENE0529,518.1014945075706,1227.1076691732906,683.0571519726676,1699.1710535375582,-1.2423485020638467,0.42268402643964226,0.0025976825375939087,0.0006290070693488196,-3.077261568458614,0.154623960571066,0.007506050946883288,False,Not Significant
GENE4829,518.0582215832242,1227.324033795023,633.430384269755,1792.6350746937853,-1.2427229195151563,0.42257434300910385,0.0025878880009568626,0.036177046554330246,-3.0784789464489166,0.154623960571066,0.20439009352728954,False,Not Significant
GENE4897,518.101062652652,1227.1098284478837,705.6632646054769,1652.335122344455,-1.242352238844952,0.42268293163055703,0.002597584625063617,0.000435840763435012,-3.0772737171112476,0.154623960571066,0.005795754832912393,False,Not Significant
GENE0064,518.0852810487701,1227.1887364672932,683.0502830453222,1699.15103076013,-1.2424887925144839,0.4226429258273802,0.002594008816997061,0.0055894117765681196,-3.077717681929299,0.154623960571066,0.044290109164565133,False,Not Significant
GENE0893,518.2407318445107,1226.4114824885896,618.5544577911143,1818.7787570026117,-1.2411435200109402,0.42303721225724944,0.002629425426354821,0.12218369538244757,-3.0733451941665764,0.15467208390322476,0.4795278468698884,False,Not Significant
GENE1294,518.4238850469698,1225.4957164762943,682.4186517714473,1701.1243936932647,-1.2395579341551448,0.4235024045084051,0.0026717130678384224,0.002016278483868683,-3.0681952729215873,0.15533215510688503,0.019350081419085247,False,Not Significant
GENE2865,518.7077583350143,1224.0763500360713,575.1870075335934,1889.4720391168091,-1.2370991634321795,0.4242247908219859,0.002738469014361041,0.35811998820755064,-3.0602170768055483,0.15559696122111677,0.7711455387759488,False,Not Significant
GENE1862,518.7079160513524,1224.0755614543823,692.8158052218785,1680.5765282890418,-1.237097796952701,0.4242251926357643,0.002738506517491655,0.001274689763402559,-3.06021264549863,0.15559696122111677,0.013446094550659904,False,Not Significant
GENE1414,519.1494769470378,1221.8677569759548,617.1478858070118,1822.9255006428828,-1.2332702171375916,0.4253521887217977,0.002845339018185954,0.11072007170839575,-3.0478117858975096,0.15985050663966033,0.4519186600342684,False,Not Significant
GENE3019,519.6650862427833,1219.289710497227,612.615603618928,1831.5405706327847,-1.2287961268589642,0.4266733397519429,0.0029748309661309365,0.057727462220590005,-3.0333453042814154,0.16167559598537698,0.2860627463854807,False,Not Significant
GENE2550,519.5138148175366,1220.0460676234602,943.4950212417172,882.6420320205876,-1.2301092720200089,0.42628515714449683,0.002936300614439238,9.002274104595405e-06,-3.037587981513213,0.16167559598537698,0.0003409952312346744,False,Not Significant
GENE4470,519.56920794876,1219.7691019673434,637.7666410964906,1787.9115594596856,-1.229628469795895,0.4264272474703293,0.0029503573178143723,0.059608508307646434,-3.036034232697364,0.16167559598537698,0.2933489582069214,False,Not Significant
GENE0959,519.9154415569824,1218.0379339262317,584.4158073772595,1877.5171739271732,-1.2266219115151635,0.4273168431102365,0.0030396004178430513,0.11716195987894965,-3.0263264697137804,0.161680873289524,0.4686478395157986,False,Not Significant
GENE2136,519.8891494761734,1218.169394330276,892.2295788369505,1119.0300440683861,-1.226850301345865,0.4272492008891943,0.0030327392196032405,0.0001296030307558749,-3.0270634157526186,0.161680873289524,0.0022898061971002633,False,Not Significant
GENE3487,520.5236982093862,1214.996650664213,934.8825201083648,931.1222063455592,-1.2213345391470074,0.42888580155587996,0.0032022838449821582,2.5824764837739165e-05,-3.009288320829681,0.16854125499906095,0.0007336580919812263,False,Not Significant
GENE0578,520.9737034544144,1212.7466244390725,596.5099216339762,1860.3800288386044,-1.217418251243163,0.4300516211080234,0.003327638238007571,0.11230371299605488,-2.9966962903779826,0.17331449156289433,0.45577805599048243,False,Not Significant
GENE0291,522.1972854682908,1206.6287143696902,701.3300644783395,1670.1001414538368,-1.2067500052687068,0.433243495490556,0.0036910883687996158,0.0006796416983010373,-2.9625145967933246,0.1902622870515266,0.007958333703759219,False,Not Significant
GENE0018,522.380587160753,1205.712205907379,570.3042045293049,1903.5684692384127,-1.2051493233100599,0.43372444945744165,0.0037485015900535967,0.36553439680637223,-2.9574009915560344,0.19111582863837187,0.7777327591624941,False,Not Significant
GENE0128,522.8894802737962,1203.1677403421631,646.0145247876387,1779.4952016781976,-1.200701975223022,0.4350635403377717,0.003912119246190468,0.02982614049144099,-2.9432138741031872,0.19111582863837187,0.17669514509147505,False,Not Significant
GENE4820,522.6369863859176,1204.4302097815553,719.0410747527666,1632.9289924698237,-1.2029092175352998,0.4343984265010329,0.0038301545411834545,0.00020357115810537611,-2.950251238201577,0.19111582863837187,0.0032008043727260395,False,Not Significant
GENE4854,522.9123752135127,1203.05326564358,693.9665640130205,1686.8564781008297,-1.2005017712442556,0.43512391865278127,0.0039196286239922724,0.0014405078334341383,-2.942575930328441,0.19111582863837187,0.014699059524838146,False,Not Significant
GENE1070,522.9651452626834,1202.7894153977263,675.8866151484306,1723.275364533735,-1.2000402862637913,0.43526312705579645,0.00393698606995046,0.026304662966664307,-2.941105655595189,0.19111582863837187,0.15942219979796549,False,Not Significant
GENE3206,522.8905602884735,1203.162340268776,909.9409377215975,1055.1406542923482,-1.2006925313045484,0.4350663882841063,0.003912473193238265,5.5440024901602425e-05,-2.943183779975611,0.19111582863837187,0.0012774199286083507,False,Not Significant
GENE0985,523.2323130429269,1201.4535764965094,633.5540376863758,1802.4017591543604,-1.197703008999768,0.4359688584155903,0.0040259265798910674,0.11230371299605488,-2.933664158195473,0.19355416249476287,0.45577805599048243,False,Not Significant
TP53,523.4429311254825,1200.400486083731,703.1820801850597,1668.744327660955,-1.1958594575407597,0.43652631840947304,0.0040973063774562505,0.0007530591772472269,-2.927800467722474,0.1951098274979167,0.008695833455510704,False,Not Significant
GENE2517,523.9649587262597,1197.7903480798443,571.0711391030915,1905.2420635927053,-1.1912863417321888,0.43791223341689345,0.004279136440965073,0.4160308858559063,-2.9132772820836506,0.1953502225812998,0.8160668612316718,False,Not Significant
GENE2636,523.6603917066477,1199.313183177905,863.6684786671965,1236.4818286214834,-1.19395509435511,0.43710291535545426,0.004172192783667974,0.0035135782014103297,-2.9217487818163357,0.1953502225812998,0.030659495649304796,False,Not Significant
GENE0374,523.936526228893,1197.932510566679,602.5735070536481,1856.0422365378822,-1.191535557879236,0.43783659347162096,0.004269050006010479,0.057727462220590005,-2.914067919005198,0.1953502225812998,0.2860627463854807,False,Not Significant
GENE0768,523.9254963826717,1197.9876597977857,662.4688266561317,1750.9905382386034,-1.1916322322187989,0.4378072552232961,0.004265142898999904,0.026304662966664307,-2.914374643181873,0.1953502225812998,0.15942219979796549,False,Not Significant
GENE2024,524.0171445393667,1197.52941901431,636.0689795926988,1799.4419623935075,-1.1908288815528585,0.43805111181263223,0.004297704896788596,0.26739498410140516,-2.911826237000426,0.1953502225812998,0.6992546655371474,False,Not Significant
GENE2013,524.2906767558427,1196.1617579319304,578.523619998822,1894.5453924350252,-1.188430215492316,0.4387800339222916,0.004396216378354271,0.5518226974757497,-2.9042229528671384,0.19802776479073292,0.8829163159611997,False,Not Significant
GENE4024,524.9218289935291,1193.0059967434986,679.06030883513,1720.8614709127444,-1.1828897984740006,0.4404683313382971,0.004631273240077778,0.0006973449545209486,-2.8866941949534377,0.2067532696463294,0.008146553207020428,False,Not Significant
MKI67,746.9512136852677,82.85907328480475,1026.6493408848305,36.96090410713919,3.156905378730551,8.919144755452434,0.004891166144740407,9.105852074431739e-12,2.868238785507943,0.20725280274323757,4.5529260372158696e-08,False,Not Significant
GENE4001,525.4431532755909,1190.3993753331893,579.1819543675039,1895.5724115803012,-1.1783074490228702,0.44186958980767027,0.0048338325360632985,0.36181528971382215,-2.8722315198843216,0.20725280274323757,0.7750970216662857,False,Not Significant
GENE2138,525.3682923615852,1190.7736799032177,684.9678531942751,1709.985581486298,-1.1789658002559054,0.44166799555795766,0.0048042672364398895,0.0030657044781179817,-2.8743074461946514,0.20725280274323757,0.02742132806903383,False,Not Significant
GENE0221,525.5159043215128,1190.035620103579,553.0775434809041,1934.2862267978433,-1.1776675441718742,0.44206562376003844,0.004862720169174103,0.35811998820755064,-2.87021438292206,0.20725280274323757,0.7711455387759488,False,Not Significant
GENE3067,525.1180368671223,1192.024957375532,605.8178706923909,1852.8928554588467,-1.1811658078303016,0.44099499647056806,0.004706601303384586,0.09724864764884143,-2.881249280181497,0.20725280274323757,0.4152376073819019,False,Not Significant
GENE3211,525.5793239367945,1189.7185220271704,653.5133353662319,1770.8641874442267,-1.1771096295622439,0.4422366110844615,0.004888028203651675,0.022309299615535197,-2.868456200921268,0.20725280274323757,0.1399579649657164,False,Not Significant
GENE4553,525.8067635904882,1188.5813237587022,651.5281580763417,1774.9429929089363,-1.1751081292293075,0.44285056689184127,0.00497975966669732,0.1664468651360873,-2.862152623076072,0.207606146239206,0.5692437248156201,False,Not Significant
GENE3075,525.8136170416207,1188.5470565030407,618.7809000972852,1832.6111812939912,-1.1750478016383556,0.4428690854738575,0.004982547509740944,0.02401476014083286,-2.861962719013263,0.207606146239206,0.1482392601285979,False,Not Significant
GENE3861,526.6073891041397,1184.5781961904454,671.7424418849505,1738.3799650682843,-1.1680541459038944,0.44502116418762766,0.005315018874993862,0.01747286265173079,-2.8399844287056077,0.21468212048927593,0.11540860404049398,False,Not Significant
